path	kind	status	note
GDD/design-store/canon/cast-state-05/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-06/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-07/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-08/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-09/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-10/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-11/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-12/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-13/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-14/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-15/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/cast-state-16/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/character-art-direction/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/characters-factions-and-professions/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/conscription-remnants/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/core-characters/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/design-requirements/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/development-roadmap/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/diaspora-corridors/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/economy-and-production/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/era-arms-and-tech-level/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/external-theaters/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/factions-and-diplomacy/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/faith-culture-schism/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/game-references/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/game-thesis/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hangnyeol-and-bon-gwan/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/heirs-names-and-world-ledger/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/home/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-ecology-index/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g01/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g02/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g03/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g04/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g05/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g06/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g07/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g08/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g09/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g10/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g11/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g12/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g13/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g14/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g15/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g16/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g17/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g18/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g19/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g20/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g21/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g22/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g23/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g24/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g25/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g26/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/hostile-group-g27/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/logistics-and-infrastructure/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/lost-technology-lineage/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m001/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m002/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m003/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m004/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m005/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m006/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m008/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m009/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m010/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m011/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m012/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m013/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m014/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m015/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m016/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m017/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m018/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m019/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m020/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m021/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m022/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m023/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m024/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m025/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m026/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m027/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m028/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m029/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m030/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m031/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m032/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m033/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m034/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m035/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m036/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m037/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m038/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m039/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m040/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m041/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-m042/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/monster-batch-manifest/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/name-pools--cast-backfill-draft/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/operating-houses/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/random-cast-roster/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/realtime-formation-card-battle/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-bannerlord/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-battle-brothers/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-cross-synthesis/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-crusader-kings-3/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-darkest-dungeon/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-farland-wog-triangle/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-fire-emblem-fft/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-into-the-breach/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-k-system/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-mechanism-index/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-nobunagas-ambition/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-ravelen-chronicles/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-songs-of-silence/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-taikou-risshiden/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-three-kingdoms/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-unicorn-overlord/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/ref-xcom-2/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/regional-physical-ai-arcs/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/regions--readme/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/research-sources/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/save-and-determinism/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/scenario-timeline/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/seoul-station-catalog/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/sixteen-states/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/starting-presets/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/station-interior-construction/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b001/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b002/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b003/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b004/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b005/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b006/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b007/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b008/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b009/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b010/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b011/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b012/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b013/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b014/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b015/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b016/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b018/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b019/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b021/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b022/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b023/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b024/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b025/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b026/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b027/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b028/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b029/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b030/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b031/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b032/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b033/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b034/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b035/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b036/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b037/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b038/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b039/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b040/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
GDD/design-store/canon/story-batch-b041/index.html	generated-canon	R	seed ingest of LORE/GAME-LOGIC/top-level GDD; heading snapshot only; not authority
